,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"trans[2, 1]",0.164,0.107,0.008,0.359,0.003,0.003,1467.0,1693.0,1.0
"trans[2, 2]",0.429,0.12,0.222,0.673,0.006,0.005,468.0,428.0,1.0
"transition_matrix[0, 0]",0.523,0.096,0.358,0.716,0.003,0.002,1181.0,1534.0,1.0
"transition_matrix[0, 1]",0.206,0.155,0.002,0.505,0.008,0.005,490.0,1207.0,1.0
"transition_matrix[0, 2]",0.271,0.136,0.0,0.46,0.006,0.004,542.0,534.0,1.0
"transition_matrix[1, 0]",0.225,0.131,0.024,0.48,0.006,0.004,600.0,738.0,1.0
"transition_matrix[1, 1]",0.579,0.122,0.359,0.805,0.003,0.002,1547.0,2391.0,1.0
"transition_matrix[1, 2]",0.195,0.127,0.003,0.41,0.004,0.002,679.0,1348.0,1.0
"transition_matrix[2, 0]",0.407,0.145,0.073,0.637,0.009,0.007,377.0,388.0,1.0
"transition_matrix[2, 1]",0.164,0.107,0.008,0.359,0.003,0.003,1467.0,1693.0,1.0
"transition_matrix[2, 2]",0.429,0.12,0.222,0.673,0.006,0.005,468.0,428.0,1.0
u[0],0.08,0.134,-0.147,0.365,0.003,0.002,2350.0,2673.0,1.0
u[1],-0.049,0.175,-0.401,0.27,0.003,0.004,3069.0,2356.0,1.0
u[2],-0.228,0.242,-0.713,0.134,0.008,0.004,1052.0,2023.0,1.0
u[3],-0.165,0.268,-0.777,0.23,0.007,0.007,1530.0,1732.0,1.0
u[4],-0.047,0.152,-0.39,0.217,0.003,0.003,2608.0,2525.0,1.0
u[5],-0.067,0.167,-0.431,0.221,0.003,0.004,2510.0,2164.0,1.0
u[6],-0.003,0.17,-0.31,0.362,0.003,0.004,3380.0,2272.0,1.0
u[7],0.212,0.208,-0.099,0.625,0.006,0.003,1425.0,2233.0,1.0
u[8],0.133,0.143,-0.114,0.414,0.003,0.002,1806.0,2127.0,1.0
u[9],-0.221,0.207,-0.597,0.11,0.007,0.003,953.0,2483.0,1.0
u[10],-0.191,0.187,-0.564,0.104,0.005,0.003,1158.0,2062.0,1.0
u[11],0.043,0.182,-0.338,0.38,0.003,0.005,3242.0,2136.0,1.0
u[12],0.075,0.133,-0.174,0.327,0.003,0.003,2249.0,2532.0,1.0
u[13],0.024,0.165,-0.279,0.361,0.003,0.004,3499.0,2302.0,1.0
u[14],-0.303,0.274,-0.831,0.108,0.009,0.004,887.0,2210.0,1.0
u[15],0.002,0.15,-0.285,0.309,0.002,0.003,3594.0,2151.0,1.0
u[16],0.022,0.146,-0.264,0.306,0.002,0.004,3613.0,2019.0,1.0
u[17],0.025,0.155,-0.257,0.354,0.003,0.003,3791.0,2412.0,1.0
u_raw[0],0.359,0.689,-0.904,1.659,0.014,0.019,2536.0,1623.0,1.0
u_raw[1],-0.187,0.802,-1.625,1.355,0.013,0.016,4032.0,2425.0,1.0
u_raw[2],-0.884,0.908,-2.518,0.808,0.021,0.017,1910.0,1999.0,1.0
u_raw[3],-0.582,0.975,-2.314,1.381,0.02,0.019,2394.0,2132.0,1.0
u_raw[4],-0.186,0.724,-1.589,1.137,0.013,0.016,3155.0,2183.0,1.0
u_raw[5],-0.259,0.777,-1.825,1.162,0.013,0.017,3738.0,2315.0,1.0
u_raw[6],-0.003,0.814,-1.668,1.38,0.014,0.019,3612.0,2213.0,1.0
u_raw[7],0.879,0.854,-0.714,2.488,0.017,0.018,2704.0,1569.0,1.0
u_raw[8],0.602,0.717,-0.636,2.109,0.014,0.02,2587.0,1480.0,1.0
u_raw[9],-0.891,0.812,-2.45,0.612,0.018,0.018,2193.0,1920.0,1.0
u_raw[10],-0.793,0.766,-2.253,0.657,0.015,0.015,2699.0,2292.0,1.0
u_raw[11],0.202,0.862,-1.391,1.92,0.015,0.022,3316.0,1718.0,1.0
u_raw[12],0.332,0.683,-1.007,1.606,0.013,0.017,2866.0,1808.0,1.0
u_raw[13],0.106,0.784,-1.449,1.512,0.013,0.016,3586.0,2366.0,1.0
u_raw[14],-1.185,0.941,-2.895,0.645,0.022,0.019,1878.0,1869.0,1.0
u_raw[15],0.022,0.753,-1.462,1.409,0.013,0.017,3317.0,1950.0,1.0
u_raw[16],0.089,0.746,-1.384,1.42,0.013,0.019,3589.0,2059.0,1.0
u_raw[17],0.112,0.756,-1.267,1.548,0.012,0.018,3789.0,2133.0,1.0
